Title,Actor
Zombie Hunter,Clare Niederpruem
A Fine Step,Luke Perry
A Fine Step,Anna Claire Sneed
A Fine Step,Leonor Varela
Charly,Cliff Robertson
Charly,Claire Bloom
Charly,Lilia Skala
Banshee Chapter,Ted Levine
Banshee Chapter,Katia Winter
Banshee Chapter,Michael McMillian
Ask Me Anything,Britt Robertson
Ask Me Anything,Christian Slater
Ask Me Anything,Justin Long
And Then Came Love,Kevin Daniels
And Then Came Love,Michael Boatman
And Then Came Love,Jeremy Gumbs
On the Waterfront,Marlon Brando
On the Waterfront,Karl Malden
On the Waterfront,Lee J. Cobb
L!fe Happens,Krysten Ritter
L!fe Happens,Kate Bosworth
L!fe Happens,Rachel Bilson
"4 Months, 3 Weeks and 2 Days",Anamaria Marinca
"4 Months, 3 Weeks and 2 Days",Laura Vasiliu
"4 Months, 3 Weeks and 2 Days",Vlad Ivanov
The Horror Network Vol. 1,Nick Frangione
The Horror Network Vol. 1,Artem Mishin
The Horror Network Vol. 1,Jan Cornet
Hard Candy,Patrick Wilson
Hard Candy,Ellen Page
Hard Candy,Sandra Oh
The Quiet,Elisha Cuthbert
The Quiet,Camilla Belle
The Quiet,Edie Falco
Circumstance,Nikohl Boosheri
Circumstance,Sarah Kazemy
Circumstance,Reza Sixo Safai
Fruitvale Station,Michael B. Jordan
Fruitvale Station,Octavia Spencer
Fruitvale Station,Melonie Diaz
The Brass Teapot,Juno Temple
The Brass Teapot,Michael Angarano
The Brass Teapot,Alexis Bledel
Bambi,Donnie Dunagan
Bambi,Peter Behn
Bambi,Stan Alexander
The Hammer,Adam Carolla
The Hammer,Oswaldo Castillo
The Hammer,Harold House Moore
Latter Days,Steve Sandvoss
Latter Days,Wes Ramsey
Latter Days,Jacqueline Bisset
Elza,Stana Roumillac
Elza,Vincent Byrd Le Sage
Elza,Christophe Cherki
1982,Bokeem Woodbine
1982,Sharon Leal
1982,Wayne Brady
"For a Good Time, Call...",Ari Graynor
"For a Good Time, Call...",Lauren Miller
"For a Good Time, Call...",Mark Webber
Celeste & Jesse Forever,Rashida Jones
Celeste & Jesse Forever,Andy Samberg
Celeste & Jesse Forever,Elijah Wood
Time Changer,D. David Morin
Time Changer,Gavin MacLeod
Time Changer,Hal Linden
London to Brighton,Georgia Groome
London to Brighton,Johnny Harris
London to Brighton,Sam Spruell
American Hero,Stephen Dorff
American Hero,Eddie Griffin
American Hero,Bill Billions
Windsor Drive,Samaire Armstrong
Windsor Drive,Anna Gurji
Windsor Drive,Matt Cohen
A Separation,Leila Hatami
A Separation,Kimia Hosseini
A Separation,Merila Zarei
Crying with Laughter,Stephen McCole
Crying with Laughter,Malcolm Shields
Crying with Laughter,Andrew Neil
Welcome to the Dollhouse,Heather Matarazzo
Welcome to the Dollhouse,Victoria Davis
Welcome to the Dollhouse,Christina Brucato
Ruby in Paradise,Ashley Judd
Ruby in Paradise,Todd Field
Ruby in Paradise,Bentley Mitchum
Raising Victor Vargas,Victor Rasuk
Raising Victor Vargas,Judy Marte
Raising Victor Vargas,Melonie Diaz
Pandora's Box,Louise Brooks
Pandora's Box,Fritz Kortner
Pandora's Box,Francis Lederer
Live-In Maid,Norma Aleandro
Live-In Maid,Norma Argentina 
Live-In Maid,Marcos Mundstock
Deterrence,Kevin Pollak
Deterrence,Timothy Hutton
Deterrence,Sheryl Lee Ralph
The Mudge Boy,Emile Hirsch
The Mudge Boy,Tom Guiry
The Mudge Boy,Richard Jenkins
The Young Unknowns,Devon Gummersall
The Young Unknowns,Arly Jover
The Young Unknowns,Eion Bailey
Not Cool,Shane Dawson
Not Cool,Cherami Leigh
Not Cool,Drew Monson
Dead Snow,Charlotte Frogner
Dead Snow,Stig Frode Henriksen
Dead Snow,Vegar Hoel
Saints and Soldiers,Larry Bagby
Saints and Soldiers,Alexander Polinsky
Saints and Soldiers,Kirby Heyborne
Vessel,Brandon Bales
Vessel,Brandy Maasch
Vessel,Julie Mintz
American Graffiti,Richard Dreyfuss
American Graffiti,Ron Howard
American Graffiti,Paul Le Mat
Iraq for Sale: The War Profiteers,Shereef Akeel
Aqua Teen Hunger Force Colon Movie Film for Theaters,Dana Snyder
Aqua Teen Hunger Force Colon Movie Film for Theaters,Carey Means
Aqua Teen Hunger Force Colon Movie Film for Theaters,Dave Willis
Safety Not Guaranteed,Aubrey Plaza
Safety Not Guaranteed,Mark Duplass
Safety Not Guaranteed,Jake Johnson
Kevin Hart: Laugh at My Pain,Kevin Hart
Kevin Hart: Laugh at My Pain,Na'im Lynn
Kill List,Neil Maskell
Kill List,MyAnna Buring
Kill List,Harry Simpson
The Innkeepers,Sara Paxton
The Innkeepers,Pat Healy
The Innkeepers,Kelly McGillis
The Conformist,Jean-Louis Trintignant
The Conformist,Stefania Sandrelli
The Conformist,Gastone Moschin
Interview with the Assassin,Dylan Haggerty
Interview with the Assassin,Renee Faia
Interview with the Assassin,Dennis Lau
Donkey Punch,Nichola Burley
Donkey Punch,Sian Breckin
Donkey Punch,Jaime Winstone
All the Boys Love Mandy Lane,Amber Heard
All the Boys Love Mandy Lane,Anson Mount
All the Boys Love Mandy Lane,Michael Welch
Bled,Sarah Farooqui
Bled,Chris Ivan Cevic
Bled,Alex Petrovitch
High Noon,Gary Cooper
High Noon,Grace Kelly
High Noon,Thomas Mitchell
Hoop Dreams,William Gates
Hoop Dreams,Arthur Agee
Hoop Dreams,Steve James
Rize,Christopher Toler
Rize,Tommy the Clown
Rize,Miss Prissy
L.I.E.,Paul Dano
L.I.E.,Bruce Altman
L.I.E.,Brian Cox
The Sisterhood of Night,Kara Hayward
The Sisterhood of Night,Georgie Henley
The Sisterhood of Night,Olivia DeJonge
B-Girl,Julie 'Jules' Urich
B-Girl,Missy Yager
B-Girl,Wesley Jonathan
Half Nelson,Ryan Gosling
Half Nelson,Jeff Lima
Half Nelson,Shareeka Epps
Naturally Native,Valerie Red-Horse
Naturally Native,Yvonne Russo
Naturally Native,Irene Bedard
Hav Plenty,Christopher Scott Cherot
Hav Plenty,Chenoa Maxwell
Hav Plenty,Tammi Katherine Jones
Adulterers,Sean Faris
Adulterers,Danielle Savre
Adulterers,Mehcad Brooks
Escape from Tomorrow,Roy Abramsohn
Escape from Tomorrow,Elena Schuber
Escape from Tomorrow,Katelynn Rodriguez
Starsuckers,Ellis Cashmore
Starsuckers,Max Clifford
Starsuckers,Richard Curtis
After,Steven Strait
After,Karolina Wydra
After,Sandra Ellis Lafferty
Treachery,Matthew Ziff
Treachery,Michael Biehn
Treachery,Sarah Butler
Walter,Andrew J. West
Walter,Justin Kirk
Walter,Virginia Madsen
Top Hat,Fred Astaire
Top Hat,Ginger Rogers
Top Hat,Edward Everett Horton
The Blair Witch Project,Michael C. Williams
The Blair Witch Project,Heather Donahue
The Blair Witch Project,Joshua Leonard
Woodstock,Joe Cocker
Woodstock,Richie Havens
Woodstock,Joan Baez
The Kentucky Fried Movie,Evan C. Kim
The Kentucky Fried Movie,Bong Soo Han
The Kentucky Fried Movie,Marilyn Joi
Mercy Streets,Eric Roberts
Mercy Streets,David A.R. White
Mercy Streets,Cynthia Watros
Carousel of Revenge,Erik Allen
Carousel of Revenge,Randy Baranczyk
Carousel of Revenge,Chris Carlson
Broken Vessels,Todd Field
Broken Vessels,Jason London
Broken Vessels,Roxana Zal
Water & Power,Enrique Murciano
Water & Power,Nicholas Gonzalez
Water & Power,Clancy Brown
They Will Have to Kill Us First,Aliou Touré
They Will Have to Kill Us First,Oumar Touré
They Will Have to Kill Us First,Garba Touré
The Country Doctor,François Cluzet
The Country Doctor,Marianne Denicourt
The Country Doctor,Isabelle Sadoyan
The Maid's Room,Paula Garcés
The Maid's Room,Annabella Sciorra
The Maid's Room,Bill Camp
A Hard Day's Night,John Lennon
A Hard Day's Night,Paul McCartney
A Hard Day's Night,George Harrison
Love Letters,Jamie Lee Curtis
Love Letters,Bonnie Bartlett
Love Letters,Matt Clark
Juliet and Alfa Romeo,Dario Nožić Serini
Juliet and Alfa Romeo,Jan Gerl Korenc
Juliet and Alfa Romeo,Špela Colja
Fireproof,Kirk Cameron
Fireproof,Erin Bethea
Fireproof,Ken Bevel
Faith Connections,Bhole Baba
Faith Connections,Hatha Yogi Baba
Faith Connections,Pant Shirt Baba
Benji,Patsy Garrett
Benji,Allen Fiuzat
Benji,Cynthia Smith
Open Water,Blanchard Ryan
Open Water,Daniel Travis
Open Water,Saul Stein
High Road,Kathryn Burns
High Road,Lizzy Caplan
High Road,Michael Coleman
Kingdom of the Spiders,William Shatner
Kingdom of the Spiders,Tiffany Bolling
Kingdom of the Spiders,Woody Strode
The Station Agent,Peter Dinklage
The Station Agent,Patricia Clarkson
The Station Agent,Bobby Cannavale
To Save A Life,Randy Wayne
To Save A Life,Deja Kreutzberg
To Save A Life,Joshua Weigel
Wordplay,Will Shortz
Wordplay,Merl Reagle
Wordplay,Tyler Hinman
Beyond the Mat,Mick Foley
Beyond the Mat,Terry Funk
Beyond the Mat,Vince McMahon
The Singles Ward,Will Swenson
The Singles Ward,Connie Young
The Singles Ward,Daryn Tufts
Osama,Marina Golbahari
Osama,Arif Herati
Osama,Zubaida Sahar
Sholem Aleichem: Laughing In The Darkness,Rachel Dratch
Sholem Aleichem: Laughing In The Darkness,Hillel Halkin
Sholem Aleichem: Laughing In The Darkness,Jason Kravitz
Groove,Hamish Linklater
Groove,Denny Kirkwood
Groove,Mackenzie Firgens
The R.M.,Kirby Heyborne
Twin Falls Idaho,Mark Polish
Twin Falls Idaho,Michael Polish
Twin Falls Idaho,Michele Hicks
Mean Creek,Rory Culkin
Mean Creek,Scott Mechlowicz
Mean Creek,Trevor Morgan
Hurricane Streets,Brendan Sexton III
Hurricane Streets,Antoine McLean
Hurricane Streets,Mtume Gant
Never Again,Jeffrey Tambor
Never Again,Jill Clayburgh
Never Again,Caroline Aaron
Civil Brand,LisaRaye McCoy
Civil Brand,N'Bushe Wright
Civil Brand,Monica Calhoun
Lonesome Jim,Casey Affleck
Lonesome Jim,Kevin Corrigan
Lonesome Jim,Liv Tyler
Drinking Buddies,Olivia Wilde
Drinking Buddies,Jake Johnson
Drinking Buddies,Anna Kendrick
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Ricky Jay
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Dick Cavett
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Winston Simon
Seven Samurai,Toshirō Mifune
Seven Samurai,Takashi Shimura
Seven Samurai,Yoshio Inaba
The Other Dream Team,Greg Speirs
The Other Dream Team,Jim Lampley
The Other Dream Team,Bill Walton
Johnny Suede,Brad Pitt
Johnny Suede,Calvin Levels
Johnny Suede,Catherine Keener
Finishing The Game,Roger Fan
Finishing The Game,Sung Kang
Finishing The Game,Monique Gabriela Curnen
Rubber,Thomas F. Duffy
Rubber,David Bowe
Rubber,Stephen Spinella
Kiss the Bride,Tori Spelling
Kiss the Bride,Les Williams
The Slaughter Rule,Ryan Gosling
The Slaughter Rule,David Morse
The Slaughter Rule,Clea DuVall
Monsters,Whitney Able
Monsters,Scoot McNairy
Monsters,Annalee Jefferies
The Californians,Noah Wyle
The Californians,Illeana Douglas
The Californians,Kate Mara
The Living Wake,Jesse Eisenberg
The Living Wake,Mike O'Connell
The Living Wake,Jim Gaffigan
Detention of the Dead,Jacob Zachar
Detention of the Dead,Alexa Nikolas
Detention of the Dead,Christa Brittany  Allen
Crazy Stone,Guo Tao
Crazy Stone,Liu Hua
Crazy Stone,Liu Gang
Scott Walker: 30 Century Man,Scott Walker
Scott Walker: 30 Century Man,Damon Albarn
Scott Walker: 30 Century Man,David Bowie
Everything Put Together,Radha Mitchell
Everything Put Together,Megan Mullally
Everything Put Together,Catherine Lloyd Burns
Good Kill,Ethan Hawke
Good Kill,January Jones
Good Kill,Zoë Kravitz
Now Is Good,Dakota Fanning
Now Is Good,Jeremy Irvine
Now Is Good,Kaya Scodelario
Girls Gone Dead,Katie Peterson
Girls Gone Dead,Shea Stewart
Girls Gone Dead,Brandy Whitford
Subconscious,Tim Abell
Subconscious,Naomi Brockwell
Subconscious,Aleisha Force
Enter Nowhere,Katherine Waterston
Enter Nowhere,Scott Eastwood
Enter Nowhere,Sara Paxton
El Rey de Najayo,Manny Pérez
El Rey de Najayo,Luz Garcia
El Rey de Najayo,Sergio Carlo
Fight to the Finish,Jennifer Hale
Fight to the Finish,Evan Hannemann
Fight to the Finish,Tonya Kay
Alleluia! The Devil's Carnival,Terrance Zdunich
Alleluia! The Devil's Carnival,Paul Sorvino
Alleluia! The Devil's Carnival,Marc Senter
The Sound and the Shadow,Joseph E. Murray
The Sound and the Shadow,Alex Anfanger
The Sound and the Shadow,Rhomeyn Johnson
Rodeo Girl,Kevin Sorbo
Rodeo Girl,Sophie Bolen
Rodeo Girl,Derek Brandon
Born to Fly: Elizabeth Streb vs. Gravity,Elizabeth Streb
Born to Fly: Elizabeth Streb vs. Gravity,Fabio Tavares
Born to Fly: Elizabeth Streb vs. Gravity,Sarah Callan
The Toxic Avenger,Mitch Cohen
The Toxic Avenger,Andree Maranda
The Toxic Avenger,Jennifer Prichard
Bloody Sunday,James Nesbitt
Bloody Sunday,Allan Gildea
Bloody Sunday,Gerard Crossan
Conversations with Other Women,Helena Bonham Carter
Conversations with Other Women,Aaron Eckhart
Conversations with Other Women,Yury Tsykun
Poultrygeist: Night of the Chicken Dead,Jason Yachanin
Poultrygeist: Night of the Chicken Dead,Kate Graham
Poultrygeist: Night of the Chicken Dead,Allyson Sereboff
Mutual Friends,Caitlin Fitzgerald
Mutual Friends,Cheyenne Jackson
Mutual Friends,Peter Scanavino
42nd Street,Warner Baxter
42nd Street,Bebe Daniels
42nd Street,George Brent
Metropolitan,Edward Clements
Metropolitan,Chris Eigeman
Metropolitan,Taylor Nichols
As It Is in Heaven,Michael Nyqvist
As It Is in Heaven,Frida Hallgren
As It Is in Heaven,Helen Sjöholm
Roadside,Ace Marrero
Roadside,Katie Stegeman
Napoleon Dynamite,Jon Heder
Napoleon Dynamite,Aaron Ruell
Napoleon Dynamite,Jon Gries
Blue Ruin,Macon Blair
Blue Ruin,Devin Ratray
Blue Ruin,Amy Hargreaves
Paranormal Activity,Katie Featherston
Paranormal Activity,Micah Sloat
Paranormal Activity,Mark Fredrichs
Dogtown and Z-Boys,Sean Penn
Dogtown and Z-Boys,Jay Adams
Dogtown and Z-Boys,Henry Rollins
Monty Python and the Holy Grail,Graham Chapman
Monty Python and the Holy Grail,John Cleese
Monty Python and the Holy Grail,Terry Gilliam
Quinceañera,Emily Rios
Quinceañera,Jesse Garcia
Quinceañera,Chalo González
Tarnation,Renee Leblanc
Tarnation,Adolph Davis
Tarnation,Jonathan Caouette
Love in the Time of Monsters,Kane Hodder
Love in the Time of Monsters,Doug Jones
Love in the Time of Monsters,Gena Shaw
The Beyond,Catriona MacColl
The Beyond,David Warbeck
The Beyond,Cinzia Monreale
What Happens in Vegas,Ashton Kutcher
What Happens in Vegas,Cameron Diaz
What Happens in Vegas,Lake Bell
The Dark Hours,Kate Greenhouse
The Dark Hours,Aidan Devine
The Dark Hours,Gordon Currie
My Beautiful Laundrette,Gordon Warnecke
My Beautiful Laundrette,Daniel Day-Lewis
My Beautiful Laundrette,Roshan Seth
Show Me,Michelle Nolden
Show Me,Katharine Isabelle
Show Me,Kett Turton
Cries and Whispers,Harriet Andersson
Cries and Whispers,Ingrid Thulin
Cries and Whispers,Kari Sylwan
Intolerance,Lillian Gish
Intolerance,Mae Marsh
Intolerance,Robert Harron
Trekkies,Denise Crosby
Trekkies,Barbara Adams
Trekkies,Majel Barrett
The Broadway Melody,Charles King
The Broadway Melody,Anita Page
The Broadway Melody,Bessie Love
The Evil Dead,Bruce Campbell
The Evil Dead,Ellen Sandweiss
The Evil Dead,Richard DeManincor
Maniac,Elijah Wood
Maniac,America Olivo
Maniac,Nora Arnezeder
Censored Voices,Amos Oz
Murderball,Joe Bishop
Murderball,Keith Cavill
Murderball,Andy Cohn
American Ninja 2: The Confrontation,Michael Dudikoff
American Ninja 2: The Confrontation,Steve James
American Ninja 2: The Confrontation,Larry Poindexter
51 Birch Street,Carol Block
51 Birch Street,Doug Block
51 Birch Street,Ellen Block
Rotor DR1,Christian Kapper
Rotor DR1,Natalie Welch
Rotor DR1,Tom E. Nicholson
12 Angry Men,Henry Fonda
12 Angry Men,Martin Balsam
12 Angry Men,John Fiedler
My Dog Tulip,Christopher Plummer
My Dog Tulip,Lynn Redgrave
My Dog Tulip,Isabella Rossellini
It Happened One Night,Clark Gable
It Happened One Night,Claudette Colbert
It Happened One Night,Walter Connolly
Dogtooth,Hristos Passalis
Dogtooth,Angeliki Papoulia
Dogtooth,Mary Tsoni
Tupac: Resurrection,Tupac Amaru Shakur
Tumbleweeds,Janet McTeer
Tumbleweeds,Kimberly J. Brown
Tumbleweeds,Jennifer Paige
The Prophecy,Christopher Walken
The Prophecy,Elias Koteas
The Prophecy,Virginia Madsen
When the Cat's Away,Garance Clavel
When the Cat's Away,Zinedine Soualem
When the Cat's Away,Renée Le Calm
Pieces of April,Katie Holmes
Pieces of April,Derek Luke
Pieces of April,Patricia Clarkson
The Big Swap,Mark Adams
The Big Swap,Mark Caven
The Big Swap,Allison Egan
Old Joy,Daniel London
Old Joy,Will Oldham
Old Joy,Tanya Smith
Wendy and Lucy,Michelle Williams
Wendy and Lucy,Will Patton
Wendy and Lucy,Will Oldham
3 Backyards,Edie Falco
3 Backyards,Embeth Davidtz
3 Backyards,Elias Koteas
Pierrot le Fou,Jean-Paul Belmondo
Pierrot le Fou,Anna Karina
Pierrot le Fou,Graziella Galvani
Nothing But a Man,Ivan Dixon
Nothing But a Man,Abbey Lincoln
Nothing But a Man,Julius Harris
"First Love, Last Rites",Giovanni Ribisi
"First Love, Last Rites",Natasha Gregson Wagner
"First Love, Last Rites",Donal Logue
Fighting Tommy Riley,J.P. Davis
Fighting Tommy Riley,Eddie Jones
Fighting Tommy Riley,Christina Chambers
Royal Kill,Pat Morita
Royal Kill,Eric Roberts
Royal Kill,Gail Kim
The Looking Glass,Dorothy Tristan
The Looking Glass,Jace Casey
The Looking Glass,Jace Casey
Death Race 2000,David Carradine
Death Race 2000,Simone Griffeth
Death Race 2000,Sylvester Stallone
Locker 13,Ricky Schroder
Locker 13,Jon Gries
Locker 13,Tatyana Ali
Midnight Cabaret,Lisa Hart Carroll
Midnight Cabaret,Michael Des Barres
Midnight Cabaret,Paul Drake
Anderson's Cross,Joanna Cassidy
Anderson's Cross,Joyce Guy
Anderson's Cross,Bill Moseley
Bizarre,Pierre Prieur
Bizarre,Adrian James
Bizarre,Raquel Nave
Graduation Day,Christopher George
Graduation Day,Billy Hufsey
Graduation Day,Patch Mackenzie
Some Guy Who Kills People,Kevin Corrigan
Some Guy Who Kills People,Barry Bostwick
Some Guy Who Kills People,Karen Black
Compliance,Ann Dowd
Compliance,Dreama Walker
Compliance,Pat Healy
Chasing Amy,Ben Affleck
Chasing Amy,Joey Lauren Adams
Chasing Amy,Jason Lee
Lovely & Amazing,Catherine Keener
Lovely & Amazing,Brenda Blethyn
Lovely & Amazing,Emily Mortimer
Better Luck Tomorrow,Parry Shen
Better Luck Tomorrow,Jason Tobin
Better Luck Tomorrow,Sung Kang
The Incredibly True Adventure of Two Girls In Love,Laurel Holloman
The Incredibly True Adventure of Two Girls In Love,Maggie Moore
The Incredibly True Adventure of Two Girls In Love,Kate Stafford
Chuck & Buck,Mike White
Chuck & Buck,Chris Weitz
Chuck & Buck,Lupe Ontiveros
American Desi,Kal Penn
American Desi,Purva Bedi
American Desi,Deep Katdare
Cube,Nicole de Boer
Cube,Nicky Guadagni
Cube,David Hewlett
Love and Other Catastrophes,Matt Day
Love and Other Catastrophes,Matthew Dyktynski
Love and Other Catastrophes,Alice Garner
I Married a Strange Person!,Charis Michelsen
I Married a Strange Person!,Tom Larson
I Married a Strange Person!,Richard Spore
November,Courteney Cox
November,James Le Gros
November,Michael Ealy
Like Crazy,Anton Yelchin
Like Crazy,Felicity Jones
Like Crazy,Jennifer Lawrence
Teeth and Blood,Glenn Plummer
Teeth and Blood,Michelle Van Der Water
Teeth and Blood,Danielle Vega
Sugar Town,John Taylor
Sugar Town,Michael Des Barres
Sugar Town,Martin Kemp
The Motel,Jeffrey Chyau
The Motel,Sung Kang
The Motel,Jade Wu
The Canyons,Lindsay Lohan
The Canyons,James Deen
The Canyons,Gus Van Sant
On the Outs,Judy Marte
On the Outs,Paola Mendoza
On the Outs,Flaco Navaja
Shotgun Stories,Michael Shannon
Shotgun Stories,Glenda Pannell
Shotgun Stories,Lynnsee Provence
Exam,Luke Mably
Exam,Adar Beck
Exam,Chris Carey
The Sticky Fingers of Time,Terumi Matthews
The Sticky Fingers of Time,Nicole Zaray
The Sticky Fingers of Time,Belinda Becker
Sunday School Musical,Chris Chatman
Sunday School Musical,Candise Lakota
Sunday School Musical,Krystle Connor
Rust,Corbin Bernsen
Rust,Frank Gallacher
Rust,Lloyd Warner
Ink,Chris Kelly
Ink,Jessica Duffy
Ink,Quinn Hunchar
The Christmas Bunny,Sophie Bolen
The Christmas Bunny,Madeline Vail 
The Christmas Bunny,Colby French
Butterfly,Stacy Keach
Butterfly,Pia Zadora
Butterfly,Orson Welles
The Frozen,Brit Morgan
The Frozen,Noah Segan
Horse Camp,Jordan Trovillion
Horse Camp,Dean Cain
Horse Camp,Sherryl Despres
Give Me Shelter,Katie Cleary
Give Me Shelter,Robert Davi
Give Me Shelter,Carole Davis
The Big Parade,John Gilbert
The Big Parade,Renée Adorée
The Big Parade,Hobart Bosworth
Little Big Top,Sid Haig
Little Big Top,Richard Riehle
Little Big Top,Mel England
Along the Roadside,Michael Madsen
Along the Roadside,Iman Crosson
Along the Roadside,Lazar Ristovski
Bronson,Tom Hardy
Bronson,Matt King
Bronson,James Lance
Western Religion,Peter Shinkoda
Western Religion,Merik Tadros
Western Religion,Peter Sherayko
Burn,Donald Austin
Burn,"Brendan ""Doogie"" Milewski"
Burn,Dave Parnell
Urbania,Dan Futterman
Urbania,Matt Keeslar
Urbania,Samuel Ball
The Stewardesses,Christina Hart
The Stewardesses,Ronald South
The Stewardesses,William Condos
"The Beast from 20,000 Fathoms",Paul Hubschmid
"The Beast from 20,000 Fathoms",Paula Raymond
"The Beast from 20,000 Fathoms",Cecil Kellaway
Mad Max,Mel Gibson
Mad Max,Joanne Samuel
Mad Max,Hugh Keays-Byrne
Swingers,Jon Favreau
Swingers,Vince Vaughn
Swingers,Ron Livingston
A Fistful of Dollars,Clint Eastwood
A Fistful of Dollars,Marianne Koch
A Fistful of Dollars,Gian Maria Volonté
She Done Him Wrong,Mae West
